,id,type,distance,moving_time,elapsed_time,total_elevation_gain,start_date_local,average_speed,max_speed,average_heartrate,max_heartrate,elev_high,elev_low,start_latitude,start_longitude,end_latitude,end_longitude
143,8087897269,Run,5818.5,1731,1734,45.9,2022-11-08T18:42:10Z,3.361,10.075,150.7,179.0,63.1,22.3,-34.03005190856775,18.46558599322735,-34.03009334941904,18.46452049419121
144,8082742558,Run,6196.0,1963,1970,48.2,2022-11-07T17:56:51Z,3.156,9.315,161.1,185.0,66.9,22.8,-34.02973717649212,18.46547078142266,-34.03008446265454,18.46452946210669
145,8058639136,Run,5979.1,2652,2688,27.6,2022-11-02T17:53:30Z,2.255,10.364,13.2,151.0,29.7,12.0,-33.95986537123468,18.47899220809917,-33.95242671711863,18.48613659374995
146,8051258902,Run,5838.0,2485,2540,3.1,2022-11-01T09:03:00Z,2.349,4.331,122.9,134.0,10.9,7.6,-33.90071368363031,18.40044355470925,-33.90039767202859,18.40240967138197
147,8038259530,Run,3530.1,1244,1247,17.2,2022-10-29T18:34:23Z,2.838,4.598,151.3,171.0,33.8,22.3,-34.03008254448881,18.46544699255569,-34.03003066943345,18.46565777399978
148,8015640269,Run,5096.4,1599,2660,75.5,2022-10-25T08:39:25Z,3.187,4.589,117.4,140.0,411.5,362.9,-33.95224769599736,18.41248185373843,-33.95235099768264,18.41264610406663
149,8013222122,Run,3511.1,1065,1070,17.0,2022-10-24T19:23:50Z,3.297,9.099,132.0,165.0,33.9,22.3,-34.0300630812286,18.4655960971233,-34.03010154826114,18.46552867957998
150,7997373166,Run,5836.9,1758,1762,45.9,2022-10-21T16:43:35Z,3.32,6.418,156.6,174.0,63.1,22.3,-34.03013750646709,18.46473461270298,-34.03005796897481,18.46461098005876
151,7993236409,Run,4917.9,1455,1464,40.0,2022-10-20T18:25:11Z,3.38,7.429,143.7,176.0,57.2,22.3,-34.03008209169607,18.46471142688106,-34.03012278834498,18.46451518547268
152,7988520823,Run,3524.1,1040,1040,17.1,2022-10-19T18:43:52Z,3.389,5.321,141.5,168.0,33.8,22.3,-34.03003631507638,18.46556949727496,-34.03005901506118,18.46559051360168
153,7947516553,Run,4692.4,2211,2236,70.0,2022-10-11T16:41:30Z,2.122,3.893,,,93.9,27.8,-33.9709818,18.4639644,-33.9734933,18.4621691
